Player,Pos,Salary,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
Payton Pritchard,SG,2137440.00 ,23.00 ,BOS,66.00 ,4.00 ,19.20 ,2.80 ,6.30 ,0.44 ,1.50 ,3.80 ,0.41 ,1.20 ,2.60 ,0.48 ,0.56 ,0.60 ,0.70 ,0.89 ,0.50 ,1.90 ,2.40 ,1.80 ,0.60 ,0.10 ,0.80 ,1.60 ,7.70 ,7.40 
Immanuel Quickley,PG,2210640.00 ,21.00 ,NYK,64.00 ,3.00 ,19.40 ,3.60 ,9.10 ,0.40 ,1.80 ,4.70 ,0.39 ,1.70 ,4.30 ,0.40 ,0.50 ,2.40 ,2.70 ,0.89 ,0.40 ,1.80 ,2.10 ,2.00 ,0.50 ,0.20 ,0.90 ,1.80 ,11.40 ,8.60 
Jahmi'us Ramsey,SG,1517981.00 ,19.00 ,SAC,13.00 ,0.00 ,7.20 ,1.20 ,2.90 ,0.40 ,0.40 ,1.50 ,0.26 ,0.80 ,1.50 ,0.53 ,0.46 ,0.40 ,0.40 ,1.00 ,0.20 ,0.60 ,0.80 ,0.50 ,0.30 ,0.10 ,0.20 ,0.60 ,3.10 ,2.50 
Chasson Randle,PG,#N/A,27.00 ,ORL,41.00 ,5.00 ,20.40 ,2.20 ,5.80 ,0.39 ,1.10 ,3.20 ,0.34 ,1.20 ,2.60 ,0.45 ,0.48 ,0.90 ,1.20 ,0.79 ,0.20 ,1.80 ,2.00 ,1.80 ,0.50 ,0.10 ,1.10 ,1.60 ,6.50 ,5.40 
Julius Randle,PF,19800000.00 ,26.00 ,NYK,71.00 ,71.00 ,37.60 ,8.50 ,18.60 ,0.46 ,2.30 ,5.50 ,0.41 ,6.20 ,13.10 ,0.47 ,0.52 ,4.90 ,6.00 ,0.81 ,1.20 ,9.00 ,10.20 ,6.00 ,0.90 ,0.30 ,3.40 ,3.20 ,24.10 ,27.10 
Cam Reddish,SF,4670160.00 ,21.00 ,ATL,26.00 ,21.00 ,28.80 ,3.70 ,10.10 ,0.37 ,1.30 ,4.80 ,0.26 ,2.40 ,5.30 ,0.46 ,0.43 ,2.60 ,3.20 ,0.82 ,0.80 ,3.20 ,4.00 ,1.30 ,1.30 ,0.30 ,1.30 ,2.60 ,11.20 ,8.50 
J.J. Redick,SG,#N/A,36.00 ,TOT,44.00 ,0.00 ,16.40 ,2.40 ,6.10 ,0.40 ,1.50 ,4.00 ,0.37 ,0.90 ,2.00 ,0.45 ,0.52 ,1.10 ,1.20 ,0.94 ,0.10 ,1.40 ,1.50 ,1.20 ,0.30 ,0.10 ,0.80 ,1.10 ,7.40 ,5.60 
J.J. Redick,SG,#N/A,36.00 ,NOP,31.00 ,0.00 ,18.60 ,2.80 ,6.90 ,0.41 ,1.60 ,4.50 ,0.36 ,1.20 ,2.40 ,0.49 ,0.53 ,1.50 ,1.50 ,0.96 ,0.10 ,1.60 ,1.70 ,1.30 ,0.30 ,0.10 ,0.80 ,1.20 ,8.70 ,6.80 
J.J. Redick,SG,#N/A,36.00 ,DAL,13.00 ,0.00 ,11.30 ,1.50 ,4.10 ,0.36 ,1.20 ,2.90 ,0.40 ,0.30 ,1.20 ,0.27 ,0.50 ,0.30 ,0.40 ,0.80 ,0.10 ,0.80 ,0.90 ,0.80 ,0.20 ,0.10 ,0.80 ,1.00 ,4.40 ,2.70 
Paul Reed,PF,1517981.00 ,21.00 ,PHI,26.00 ,0.00 ,6.80 ,1.60 ,3.00 ,0.54 ,0.00 ,0.20 ,0.00 ,1.60 ,2.80 ,0.58 ,0.54 ,0.20 ,0.30 ,0.50 ,1.20 ,1.20 ,2.30 ,0.50 ,0.40 ,0.50 ,0.50 ,1.10 ,3.40 ,4.50 
Naz Reid,C,1782621.00 ,21.00 ,MIN,70.00 ,15.00 ,19.20 ,4.30 ,8.30 ,0.52 ,0.90 ,2.50 ,0.35 ,3.50 ,5.80 ,0.60 ,0.58 ,1.60 ,2.40 ,0.69 ,1.20 ,3.40 ,4.60 ,1.00 ,0.50 ,1.10 ,1.00 ,2.60 ,11.20 ,11.00 
Cameron Reynolds,SF,#N/A,25.00 ,TOT,5.00 ,0.00 ,8.00 ,1.20 ,3.60 ,0.33 ,0.60 ,2.40 ,0.25 ,0.60 ,1.20 ,0.50 ,0.42 ,0.00 ,0.00 ,,0.40 ,0.60 ,1.00 ,0.40 ,0.00 ,0.00 ,0.00 ,0.40 ,3.00 ,1.60 
Cameron Reynolds,SF,#N/A,25.00 ,SAS,3.00 ,0.00 ,2.00 ,0.30 ,0.70 ,0.50 ,0.00 ,0.00 ,,0.30 ,0.70 ,0.50 ,0.50 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.70 ,0.30 
Cameron Reynolds,SF,#N/A,25.00 ,HOU,2.00 ,0.00 ,17.00 ,2.50 ,8.00 ,0.31 ,1.50 ,6.00 ,0.25 ,1.00 ,2.00 ,0.50 ,0.41 ,0.00 ,0.00 ,,1.00 ,1.50 ,2.50 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,6.50 ,3.50 
Nick Richards,PF,1517981.00 ,23.00 ,CHO,18.00 ,0.00 ,3.50 ,0.20 ,0.50 ,0.44 ,0.00 ,0.10 ,0.00 ,0.20 ,0.40 ,0.50 ,0.44 ,0.40 ,0.60 ,0.64 ,0.20 ,0.40 ,0.60 ,0.10 ,0.00 ,0.00 ,0.20 ,0.40 ,0.80 ,0.60 
Josh Richardson,SG,11615328.00 ,27.00 ,DAL,59.00 ,56.00 ,30.30 ,4.50 ,10.50 ,0.43 ,1.50 ,4.50 ,0.33 ,3.00 ,5.90 ,0.50 ,0.50 ,1.70 ,1.80 ,0.92 ,0.90 ,2.40 ,3.30 ,2.60 ,1.00 ,0.40 ,1.30 ,2.20 ,12.10 ,11.10 
Grant Riller,PG,#N/A,23.00 ,CHO,7.00 ,0.00 ,3.90 ,1.10 ,1.70 ,0.67 ,0.30 ,0.60 ,0.50 ,0.90 ,1.10 ,0.75 ,0.75 ,0.00 ,0.00 ,,0.00 ,0.10 ,0.10 ,0.40 ,0.10 ,0.00 ,0.10 ,0.00 ,2.60 ,2.60 
Austin Rivers,SG,2401537.00 ,28.00 ,TOT,36.00 ,7.00 ,23.50 ,2.90 ,6.80 ,0.42 ,1.50 ,4.10 ,0.37 ,1.40 ,2.70 ,0.51 ,0.54 ,0.60 ,0.90 ,0.71 ,0.20 ,2.10 ,2.30 ,2.30 ,0.80 ,0.10 ,1.00 ,1.80 ,7.90 ,7.40 
Austin Rivers,SG,2401537.00 ,28.00 ,NYK,21.00 ,2.00 ,21.00 ,2.80 ,6.40 ,0.43 ,1.30 ,3.70 ,0.36 ,1.40 ,2.80 ,0.52 ,0.53 ,0.50 ,0.70 ,0.71 ,0.20 ,2.00 ,2.20 ,2.00 ,0.60 ,0.00 ,1.00 ,1.50 ,7.30 ,6.80 
Austin Rivers,SG,2401537.00 ,28.00 ,DEN,15.00 ,5.00 ,26.90 ,3.10 ,7.30 ,0.42 ,1.80 ,4.80 ,0.38 ,1.30 ,2.50 ,0.50 ,0.54 ,0.80 ,1.10 ,0.71 ,0.20 ,2.10 ,2.30 ,2.60 ,1.20 ,0.10 ,0.90 ,2.10 ,8.70 ,8.30 
Andre Roberson,SG,#N/A,29.00 ,BRK,5.00 ,0.00 ,12.60 ,0.40 ,2.80 ,0.14 ,0.20 ,1.60 ,0.13 ,0.20 ,1.20 ,0.17 ,0.18 ,0.20 ,0.40 ,0.50 ,1.40 ,1.60 ,3.00 ,0.80 ,0.60 ,0.20 ,0.40 ,0.80 ,1.20 ,2.40 
Duncan Robinson,SF,15560000.00 ,26.00 ,MIA,72.00 ,72.00 ,31.40 ,4.40 ,10.00 ,0.44 ,3.50 ,8.50 ,0.41 ,0.90 ,1.40 ,0.63 ,0.61 ,0.90 ,1.00 ,0.83 ,0.10 ,3.40 ,3.50 ,1.80 ,0.60 ,0.30 ,1.10 ,2.50 ,13.10 ,11.10 
Glenn Robinson III,SF,#N/A,27.00 ,SAC,23.00 ,2.00 ,16.00 ,1.80 ,4.30 ,0.42 ,0.70 ,1.90 ,0.36 ,1.10 ,2.40 ,0.47 ,0.51 ,0.90 ,1.00 ,0.91 ,0.50 ,1.50 ,2.00 ,0.90 ,0.20 ,0.10 ,0.50 ,1.00 ,5.30 ,4.90 
Jerome Robinson,SG,#N/A,23.00 ,WAS,17.00 ,6.00 ,17.90 ,1.60 ,5.60 ,0.30 ,0.60 ,2.50 ,0.26 ,1.00 ,3.10 ,0.32 ,0.35 ,0.90 ,1.20 ,0.80 ,0.20 ,2.00 ,2.20 ,1.50 ,0.70 ,0.40 ,1.10 ,1.80 ,4.90 ,3.60 
Justin Robinson,PG,#N/A,23.00 ,OKC,9.00 ,0.00 ,9.80 ,0.80 ,2.30 ,0.33 ,0.40 ,1.60 ,0.29 ,0.30 ,0.80 ,0.43 ,0.43 ,0.30 ,0.60 ,0.60 ,0.10 ,0.70 ,0.80 ,1.00 ,0.30 ,0.00 ,0.20 ,1.10 ,2.30 ,1.50 
Mitchell Robinson,C,1802057.00 ,22.00 ,NYK,31.00 ,29.00 ,27.50 ,3.70 ,5.70 ,0.65 ,0.00 ,0.00 ,,3.70 ,5.70 ,0.65 ,0.65 ,0.80 ,1.70 ,0.49 ,3.60 ,4.50 ,8.10 ,0.50 ,1.10 ,1.50 ,0.80 ,2.80 ,8.30 ,13.80 
Isaiah Roby,PF,1782621.00 ,22.00 ,OKC,61.00 ,34.00 ,23.40 ,3.40 ,7.00 ,0.48 ,0.50 ,1.80 ,0.29 ,2.90 ,5.20 ,0.55 ,0.52 ,1.40 ,1.90 ,0.74 ,1.50 ,4.10 ,5.60 ,1.80 ,0.90 ,0.60 ,1.90 ,2.70 ,8.70 ,10.80 
Rajon Rondo,PG,2641691.00 ,34.00 ,TOT,45.00 ,3.00 ,17.10 ,2.10 ,4.80 ,0.44 ,0.80 ,2.00 ,0.40 ,1.30 ,2.80 ,0.47 ,0.53 ,0.40 ,0.40 ,0.94 ,0.40 ,2.00 ,2.40 ,4.40 ,0.80 ,0.10 ,1.80 ,1.20 ,5.40 ,9.20 
Rajon Rondo,PG,2641691.00 ,34.00 ,ATL,27.00 ,2.00 ,14.90 ,1.60 ,4.10 ,0.40 ,0.60 ,1.70 ,0.38 ,1.00 ,2.40 ,0.42 ,0.48 ,0.00 ,0.10 ,0.50 ,0.10 ,1.90 ,2.00 ,3.50 ,0.70 ,0.10 ,1.40 ,0.90 ,3.90 ,6.70 
Rajon Rondo,PG,2641691.00 ,34.00 ,LAC,18.00 ,1.00 ,20.40 ,2.80 ,5.80 ,0.49 ,1.10 ,2.40 ,0.43 ,1.80 ,3.40 ,0.53 ,0.58 ,0.80 ,0.80 ,1.00 ,0.80 ,2.30 ,3.10 ,5.80 ,1.00 ,0.10 ,2.20 ,1.60 ,7.60 ,13.00 
Derrick Rose,PG,13445120.00 ,32.00 ,TOT,50.00 ,3.00 ,25.60 ,5.70 ,12.20 ,0.47 ,1.00 ,2.60 ,0.39 ,4.70 ,9.60 ,0.49 ,0.51 ,2.20 ,2.50 ,0.87 ,0.40 ,2.20 ,2.60 ,4.20 ,1.00 ,0.40 ,1.60 ,1.10 ,14.70 ,15.00 
Derrick Rose,PG,13445120.00 ,32.00 ,DET,15.00 ,0.00 ,22.80 ,5.30 ,12.30 ,0.43 ,0.90 ,2.60 ,0.33 ,4.40 ,9.70 ,0.46 ,0.47 ,2.80 ,3.30 ,0.84 ,0.40 ,1.50 ,1.90 ,4.20 ,1.20 ,0.30 ,1.90 ,1.10 ,14.20 ,13.20 
Derrick Rose,PG,13445120.00 ,32.00 ,NYK,35.00 ,3.00 ,26.80 ,5.90 ,12.20 ,0.49 ,1.10 ,2.60 ,0.41 ,4.90 ,9.60 ,0.51 ,0.53 ,1.90 ,2.20 ,0.88 ,0.40 ,2.50 ,2.90 ,4.20 ,0.90 ,0.40 ,1.40 ,1.10 ,14.90 ,15.60 
Terrence Ross,SG,12500000.00 ,29.00 ,ORL,46.00 ,2.00 ,29.30 ,5.50 ,13.40 ,0.41 ,1.90 ,5.70 ,0.34 ,3.60 ,7.70 ,0.47 ,0.49 ,2.60 ,3.00 ,0.87 ,0.30 ,3.10 ,3.40 ,2.30 ,1.00 ,0.50 ,1.60 ,1.90 ,15.60 ,12.60 
Terry Rozier,SG,17905263.00 ,26.00 ,CHO,69.00 ,69.00 ,34.50 ,7.40 ,16.40 ,0.45 ,3.20 ,8.30 ,0.39 ,4.20 ,8.20 ,0.51 ,0.55 ,2.40 ,2.90 ,0.82 ,0.70 ,3.70 ,4.40 ,4.20 ,1.30 ,0.40 ,1.90 ,1.70 ,20.40 ,19.50 
Ricky Rubio,PG,17809524.00 ,30.00 ,MIN,68.00 ,51.00 ,26.10 ,2.80 ,7.30 ,0.39 ,1.00 ,3.10 ,0.31 ,1.90 ,4.20 ,0.45 ,0.45 ,1.90 ,2.20 ,0.87 ,0.40 ,2.90 ,3.30 ,6.40 ,1.40 ,0.10 ,1.60 ,2.00 ,8.60 ,13.00 
D'Angelo Russell,PG,30013500.00 ,24.00 ,MIN,42.00 ,26.00 ,28.50 ,6.70 ,15.50 ,0.43 ,2.90 ,7.40 ,0.39 ,3.80 ,8.10 ,0.47 ,0.52 ,2.70 ,3.50 ,0.77 ,0.40 ,2.30 ,2.60 ,5.80 ,1.10 ,0.40 ,2.70 ,1.60 ,19.00 ,17.70 
Domantas Sabonis,PF,18562500.00 ,24.00 ,IND,62.00 ,62.00 ,36.00 ,7.80 ,14.60 ,0.54 ,0.80 ,2.60 ,0.32 ,7.00 ,12.00 ,0.58 ,0.56 ,3.90 ,5.30 ,0.73 ,2.40 ,9.50 ,12.00 ,6.70 ,1.20 ,0.50 ,3.40 ,3.30 ,20.30 ,29.20 
Luka Šamanić,PF,#N/A,21.00 ,SAS,33.00 ,4.00 ,9.30 ,1.40 ,3.20 ,0.45 ,0.40 ,1.30 ,0.28 ,1.10 ,1.90 ,0.57 ,0.51 ,0.50 ,0.90 ,0.55 ,0.50 ,1.60 ,2.10 ,0.50 ,0.20 ,0.20 ,0.60 ,1.30 ,3.70 ,3.20 
JaKarr Sampson,PF,#N/A,27.00 ,IND,29.00 ,4.00 ,10.90 ,1.90 ,3.90 ,0.50 ,0.10 ,0.50 ,0.20 ,1.80 ,3.40 ,0.54 ,0.51 ,0.70 ,1.00 ,0.66 ,0.90 ,1.70 ,2.70 ,0.10 ,0.10 ,0.50 ,0.50 ,1.80 ,4.60 ,3.90 
Dario Šarić,C,9000000.00 ,26.00 ,PHO,50.00 ,4.00 ,17.40 ,3.10 ,6.80 ,0.45 ,0.90 ,2.70 ,0.35 ,2.10 ,4.10 ,0.51 ,0.52 ,1.70 ,2.00 ,0.85 ,0.90 ,2.90 ,3.80 ,1.30 ,0.60 ,0.10 ,1.10 ,1.90 ,8.70 ,8.60 
Tomáš Satoranský,SG,10468119.00 ,29.00 ,CHI,58.00 ,18.00 ,22.50 ,2.90 ,5.70 ,0.51 ,0.70 ,2.00 ,0.36 ,2.20 ,3.60 ,0.60 ,0.58 ,1.20 ,1.40 ,0.85 ,0.50 ,1.90 ,2.40 ,4.70 ,0.70 ,0.20 ,1.70 ,1.50 ,7.70 ,11.20 
Dennis Schröder,SG,5890000.00 ,27.00 ,LAL,61.00 ,61.00 ,32.10 ,5.40 ,12.50 ,0.44 ,1.20 ,3.50 ,0.34 ,4.30 ,9.00 ,0.48 ,0.48 ,3.40 ,4.00 ,0.85 ,0.50 ,3.00 ,3.50 ,5.80 ,1.10 ,0.20 ,2.70 ,2.60 ,15.40 ,15.70 
Mike Scott,PF,#N/A,32.00 ,PHI,51.00 ,12.00 ,16.70 ,1.50 ,4.10 ,0.36 ,1.00 ,3.00 ,0.34 ,0.50 ,1.10 ,0.41 ,0.49 ,0.20 ,0.20 ,0.67 ,0.20 ,2.10 ,2.40 ,0.80 ,0.50 ,0.30 ,0.40 ,1.40 ,4.20 ,4.20 
Jay Scrubb,SG,#N/A,20.00 ,LAC,4.00 ,1.00 ,21.00 ,3.50 ,9.00 ,0.39 ,0.50 ,2.30 ,0.22 ,3.00 ,6.80 ,0.44 ,0.42 ,1.30 ,1.30 ,1.00 ,0.50 ,3.00 ,3.50 ,0.30 ,1.00 ,0.00 ,1.80 ,1.30 ,8.80 ,6.80 
Collin Sexton,SG,6349671.00 ,22.00 ,CLE,60.00 ,60.00 ,35.30 ,8.80 ,18.40 ,0.48 ,1.60 ,4.40 ,0.37 ,7.10 ,14.00 ,0.51 ,0.52 ,5.20 ,6.40 ,0.82 ,1.00 ,2.20 ,3.10 ,4.40 ,1.00 ,0.20 ,2.80 ,2.60 ,24.30 ,19.60 
Landry Shamet,SG,3768342.00 ,23.00 ,BRK,61.00 ,12.00 ,23.00 ,3.00 ,7.50 ,0.41 ,2.10 ,5.50 ,0.39 ,0.90 ,2.00 ,0.46 ,0.55 ,1.10 ,1.30 ,0.85 ,0.20 ,1.70 ,1.80 ,1.60 ,0.50 ,0.20 ,0.80 ,1.50 ,9.30 ,7.20 
Iman Shumpert,SG,#N/A,30.00 ,BRK,2.00 ,0.00 ,5.50 ,0.50 ,2.00 ,0.25 ,0.00 ,1.50 ,0.00 ,0.50 ,0.50 ,1.00 ,0.25 ,0.00 ,0.00 ,,0.50 ,0.00 ,0.50 ,0.00 ,0.50 ,0.00 ,0.50 ,0.00 ,1.00 ,0.50 
Pascal Siakam,PF,31320000.00 ,26.00 ,TOR,56.00 ,56.00 ,35.80 ,7.80 ,17.20 ,0.46 ,1.30 ,4.40 ,0.30 ,6.50 ,12.80 ,0.51 ,0.49 ,4.40 ,5.40 ,0.83 ,1.70 ,5.50 ,7.20 ,4.50 ,1.10 ,0.70 ,2.30 ,3.10 ,21.40 ,21.40 
Chris Silva,PF,#N/A,24.00 ,TOT,15.00 ,0.00 ,6.10 ,0.70 ,1.10 ,0.63 ,0.10 ,0.10 ,1.00 ,0.60 ,1.00 ,0.60 ,0.66 ,0.70 ,1.00 ,0.73 ,0.50 ,1.30 ,1.80 ,0.40 ,0.10 ,0.40 ,0.70 ,1.60 ,2.10 ,2.50 
Chris Silva,PF,#N/A,24.00 ,MIA,11.00 ,0.00 ,7.50 ,0.80 ,1.20 ,0.69 ,0.10 ,0.10 ,1.00 ,0.70 ,1.10 ,0.67 ,0.73 ,1.00 ,1.40 ,0.73 ,0.60 ,1.60 ,2.30 ,0.50 ,0.10 ,0.50 ,0.80 ,1.80 ,2.70 ,3.50 
Chris Silva,PF,#N/A,24.00 ,SAC,4.00 ,0.00 ,2.30 ,0.30 ,0.80 ,0.33 ,0.00 ,0.00 ,,0.30 ,0.80 ,0.33 ,0.33 ,0.00 ,0.00 ,,0.00 ,0.50 ,0.50 ,0.00 ,0.00 ,0.30 ,0.30 ,1.00 ,0.50 ,-0.20 
Ben Simmons,PG,31590000.00 ,24.00 ,PHI,58.00 ,58.00 ,32.40 ,5.60 ,10.10 ,0.56 ,0.10 ,0.20 ,0.30 ,5.60 ,9.90 ,0.56 ,0.56 ,3.00 ,4.90 ,0.61 ,1.60 ,5.60 ,7.20 ,6.90 ,1.60 ,0.60 ,3.00 ,2.90 ,14.30 ,21.30 
Anfernee Simons,SG,3938818.00 ,21.00 ,POR,64.00 ,0.00 ,17.30 ,2.60 ,6.30 ,0.42 ,1.90 ,4.40 ,0.43 ,0.80 ,1.90 ,0.40 ,0.57 ,0.70 ,0.90 ,0.81 ,0.20 ,2.00 ,2.20 ,1.40 ,0.30 ,0.10 ,0.70 ,1.50 ,7.80 ,6.40 
Deividas Sirvydis,SG,#N/A,20.00 ,DET,20.00 ,0.00 ,6.70 ,0.70 ,2.00 ,0.35 ,0.50 ,1.40 ,0.36 ,0.20 ,0.60 ,0.33 ,0.48 ,0.20 ,0.30 ,0.50 ,0.00 ,1.50 ,1.50 ,0.30 ,0.10 ,0.00 ,0.30 ,0.50 ,2.10 ,2.10 
Alen Smailagić,PF,#N/A,20.00 ,GSW,15.00 ,1.00 ,5.60 ,0.70 ,1.80 ,0.41 ,0.30 ,0.70 ,0.40 ,0.50 ,1.10 ,0.41 ,0.48 ,0.10 ,0.40 ,0.33 ,0.40 ,0.70 ,1.10 ,0.30 ,0.20 ,0.30 ,0.30 ,0.70 ,1.90 ,1.70 
Marcus Smart,PG,14339285.00 ,26.00 ,BOS,48.00 ,45.00 ,32.90 ,4.20 ,10.60 ,0.40 ,1.90 ,5.90 ,0.33 ,2.30 ,4.80 ,0.48 ,0.49 ,2.70 ,3.40 ,0.79 ,0.80 ,2.70 ,3.50 ,5.70 ,1.50 ,0.50 ,2.00 ,2.60 ,13.10 ,14.60 
Dennis Smith Jr.,PG,1789256.00 ,23.00 ,TOT,23.00 ,9.00 ,18.30 ,2.50 ,6.30 ,0.40 ,0.80 ,2.50 ,0.33 ,1.70 ,3.80 ,0.45 ,0.47 ,0.80 ,1.10 ,0.73 ,0.50 ,1.90 ,2.40 ,3.30 ,1.00 ,0.60 ,1.10 ,1.60 ,6.70 ,8.30 
Dennis Smith Jr.,PG,1789256.00 ,23.00 ,NYK,3.00 ,0.00 ,9.30 ,0.70 ,3.30 ,0.20 ,0.00 ,1.30 ,0.00 ,0.70 ,2.00 ,0.33 ,0.20 ,1.70 ,2.00 ,0.83 ,0.00 ,0.70 ,0.70 ,1.00 ,1.00 ,0.00 ,0.30 ,1.30 ,3.00 ,1.50 
Dennis Smith Jr.,PG,1789256.00 ,23.00 ,DET,20.00 ,9.00 ,19.60 ,2.80 ,6.80 ,0.42 ,1.00 ,2.70 ,0.35 ,1.90 ,4.10 ,0.46 ,0.49 ,0.70 ,1.00 ,0.70 ,0.60 ,2.10 ,2.70 ,3.70 ,1.00 ,0.70 ,1.30 ,1.70 ,7.30 ,9.40 
Ish Smith,PG,4500000.00 ,32.00 ,WAS,44.00 ,1.00 ,21.00 ,2.90 ,6.80 ,0.43 ,0.40 ,1.10 ,0.37 ,2.50 ,5.60 ,0.45 ,0.47 ,0.40 ,0.80 ,0.58 ,0.50 ,2.90 ,3.40 ,3.90 ,0.70 ,0.30 ,0.90 ,1.40 ,6.70 ,9.30 
Jalen Smith,PF,4458000.00 ,20.00 ,PHO,27.00 ,1.00 ,5.80 ,0.80 ,1.90 ,0.44 ,0.10 ,0.60 ,0.24 ,0.70 ,1.20 ,0.55 ,0.48 ,0.20 ,0.30 ,0.71 ,0.30 ,1.10 ,1.40 ,0.10 ,0.00 ,0.20 ,0.30 ,0.60 ,2.00 ,1.90 
Tony Snell,SG,2389641.00 ,29.00 ,ATL,47.00 ,23.00 ,21.10 ,1.90 ,3.60 ,0.52 ,1.30 ,2.30 ,0.57 ,0.60 ,1.30 ,0.42 ,0.70 ,0.20 ,0.20 ,1.00 ,0.40 ,2.00 ,2.40 ,1.30 ,0.30 ,0.20 ,0.40 ,1.60 ,5.30 ,6.20 
Ray Spalding,C,#N/A,23.00 ,HOU,2.00 ,0.00 ,9.50 ,1.00 ,2.00 ,0.50 ,0.00 ,0.50 ,0.00 ,1.00 ,1.50 ,0.67 ,0.50 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.50 ,2.00 ,1.50 
Cassius Stanley,SG,#N/A,21.00 ,IND,24.00 ,0.00 ,3.90 ,0.50 ,1.80 ,0.30 ,0.10 ,0.50 ,0.23 ,0.40 ,1.30 ,0.33 ,0.34 ,0.30 ,0.40 ,0.78 ,0.30 ,0.50 ,0.80 ,0.00 ,0.00 ,0.10 ,0.00 ,0.60 ,1.50 ,0.40 
Lamar Stevens,PF,1517981.00 ,23.00 ,CLE,40.00 ,0.00 ,12.50 ,1.60 ,3.40 ,0.46 ,0.10 ,0.60 ,0.16 ,1.50 ,2.80 ,0.52 ,0.47 ,0.90 ,1.30 ,0.73 ,0.60 ,1.80 ,2.40 ,0.60 ,0.40 ,0.30 ,0.60 ,1.30 ,4.10 ,4.30 
Isaiah Stewart,C,3277080.00 ,19.00 ,DET,68.00 ,14.00 ,21.40 ,3.30 ,6.00 ,0.55 ,0.30 ,0.90 ,0.33 ,3.00 ,5.10 ,0.59 ,0.58 ,0.90 ,1.40 ,0.70 ,2.30 ,4.30 ,6.70 ,0.90 ,0.60 ,1.30 ,1.00 ,2.70 ,7.90 ,11.50 
Max Strus,SF,1669178.00 ,24.00 ,MIA,39.00 ,0.00 ,13.00 ,2.20 ,4.80 ,0.46 ,1.30 ,3.80 ,0.34 ,0.90 ,1.00 ,0.90 ,0.59 ,0.40 ,0.60 ,0.67 ,0.10 ,0.90 ,1.10 ,0.60 ,0.30 ,0.10 ,0.20 ,1.10 ,6.10 ,4.30 
Edmond Sumner,SG,#N/A,25.00 ,IND,53.00 ,24.00 ,16.20 ,2.80 ,5.30 ,0.53 ,0.70 ,1.70 ,0.40 ,2.10 ,3.70 ,0.58 ,0.59 ,1.30 ,1.60 ,0.82 ,0.30 ,1.40 ,1.80 ,0.90 ,0.60 ,0.20 ,1.00 ,1.70 ,7.50 ,6.50 
Jae'Sean Tate,SF,1517981.00 ,25.00 ,HOU,70.00 ,58.00 ,29.20 ,4.50 ,8.90 ,0.51 ,0.90 ,2.80 ,0.31 ,3.70 ,6.10 ,0.60 ,0.55 ,1.50 ,2.10 ,0.69 ,1.90 ,3.50 ,5.30 ,2.50 ,1.20 ,0.50 ,1.40 ,3.20 ,11.30 ,12.60 
Jayson Tatum,SF,28103550.00 ,22.00 ,BOS,64.00 ,64.00 ,35.80 ,9.50 ,20.60 ,0.46 ,2.90 ,7.60 ,0.39 ,6.50 ,13.00 ,0.50 ,0.53 ,4.60 ,5.30 ,0.87 ,0.80 ,6.60 ,7.40 ,4.30 ,1.20 ,0.50 ,2.70 ,1.90 ,26.40 ,26.10 
Jeff Teague,PG,#N/A,32.00 ,TOT,55.00 ,7.00 ,17.30 ,2.20 ,5.20 ,0.43 ,0.70 ,1.50 ,0.44 ,1.60 ,3.70 ,0.43 ,0.50 ,1.60 ,1.90 ,0.85 ,0.30 ,1.30 ,1.60 ,2.40 ,0.60 ,0.20 ,1.20 ,1.00 ,6.70 ,7.20 
Jeff Teague,PG,#N/A,32.00 ,BOS,34.00 ,5.00 ,18.10 ,2.30 ,5.50 ,0.42 ,0.80 ,1.60 ,0.46 ,1.50 ,3.90 ,0.39 ,0.48 ,1.50 ,1.80 ,0.84 ,0.30 ,1.40 ,1.70 ,2.10 ,0.80 ,0.20 ,1.10 ,1.30 ,6.90 ,6.90 
Jeff Teague,PG,#N/A,32.00 ,MIL,21.00 ,2.00 ,15.90 ,2.10 ,4.60 ,0.47 ,0.50 ,1.20 ,0.39 ,1.70 ,3.30 ,0.50 ,0.52 ,1.80 ,2.10 ,0.86 ,0.20 ,1.20 ,1.50 ,2.80 ,0.40 ,0.20 ,1.20 ,0.60 ,6.60 ,8.10 
Garrett Temple,SG,4910000.00 ,34.00 ,CHI,56.00 ,25.00 ,27.30 ,2.80 ,6.80 ,0.42 ,1.20 ,3.60 ,0.34 ,1.60 ,3.20 ,0.50 ,0.50 ,0.70 ,0.90 ,0.80 ,0.50 ,2.30 ,2.90 ,2.20 ,0.80 ,0.50 ,1.00 ,2.30 ,7.60 ,7.50 
